raw_path,filename,class_name,class_id,crop,disease,status,orig_width,orig_height,file_size_kb,split,processed_path,target_width,target_height
J:\AGRISMART_AI\dataset\raw\Apple___Black_rot\Apple___Black_rot_sample_005.jpg,Apple___Black_rot_sample_005.jpg,Apple___Black_rot,1,Apple,Black Rot,Diseased,299,308,21.36,train,processed\train\Apple___Black_rot\Apple___Black_rot_sample_005.jpg,224,224
J:\AGRISMART_AI\dataset\raw\Apple___Black_rot\Apple___Black_rot_sample_007.jpg,Apple___Black_rot_sample_007.jpg,Apple___Black_rot,1,Apple,Black Rot,Diseased,318,293,22.33,train,processed\train\Apple___Black_rot\Apple___Black_rot_sample_007.jpg,224,224
J:\AGRISMART_AI\dataset\raw\Apple___Black_rot\Apple___Black_rot_sample_009.jpg,Apple___Black_rot_sample_009.jpg,Apple___Black_rot,1,Apple,Black Rot,Diseased,359,309,25.58,train,processed\train\Apple___Black_rot\Apple___Black_rot_sample_009.jpg,224,224
J:\AGRISMART_AI\dataset\raw\Apple___Black_rot\Apple___Black_rot_sample_010.jpg,Apple___Black_rot_sample_010.jpg,Apple___Black_rot,1,Apple,Black Rot,Diseased,311,341,23.84,train,processed\train\Apple___Black_rot\Apple___Black_rot_sample_010.jpg,224,224
J:\AGRISMART_AI\dataset\raw\Apple___Black_rot\Apple___Black_rot_sample_011.jpg,Apple___Black_rot_sample_011.jpg,Apple___Black_rot,1,Apple,Black Rot,Diseased,337,296,23.51,train,processed\train\Apple___Black_rot\Apple___Black_rot_sample_011.jpg,224,224
J:\AGRISMART_AI\dataset\raw\Apple___healthy\Apple___healthy_sample_001.jpg,Apple___healthy_sample_001.jpg,Apple___healthy,2,Apple,None (Healthy),Healthy,289,312,19.92,train,processed\train\Apple___healthy\Apple___healthy_sample_001.jpg,224,224
J:\AGRISMART_AI\dataset\raw\Apple___healthy\Apple___healthy_sample_002.jpg,Apple___healthy_sample_002.jpg,Apple___healthy,2,Apple,None (Healthy),Healthy,339,318,22.56,train,processed\train\Apple___healthy\Apple___healthy_sample_002.jpg,224,224
J:\AGRISMART_AI\dataset\raw\Apple___healthy\Apple___healthy_sample_003.jpg,Apple___healthy_sample_003.jpg,Apple___healthy,2,Apple,None (Healthy),Healthy,332,308,21.64,train,processed\train\Apple___healthy\Apple___healthy_sample_003.jpg,224,224
J:\AGRISMART_AI\dataset\raw\Apple___healthy\Apple___healthy_sample_004.jpg,Apple___healthy_sample_004.jpg,Apple___healthy,2,Apple,None (Healthy),Healthy,311,346,22.59,train,processed\train\Apple___healthy\Apple___healthy_sample_004.jpg,224,224
J:\AGRISMART_AI\dataset\raw\Apple___healthy\Apple___healthy_sample_005.jpg,Apple___healthy_sample_005.jpg,Apple___healthy,2,Apple,None (Healthy),Healthy,332,304,21.12,train,processed\train\Apple___healthy\Apple___healthy_sample_005.jpg,224,224
J:\AGRISMART_AI\dataset\raw\Apple___healthy\Apple___healthy_sample_007.jpg,Apple___healthy_sample_007.jpg,Apple___healthy,2,Apple,None (Healthy),Healthy,326,334,22.8,train,processed\train\Apple___healthy\Apple___healthy_sample_007.jpg,224,224
J:\AGRISMART_AI\dataset\raw\Apple___healthy\Apple___healthy_sample_008.jpg,Apple___healthy_sample_008.jpg,Apple___healthy,2,Apple,None (Healthy),Healthy,306,307,20.55,train,processed\train\Apple___healthy\Apple___healthy_sample_008.jpg,224,224
J:\AGRISMART_AI\dataset\raw\Apple___healthy\Apple___healthy_sample_011.jpg,Apple___healthy_sample_011.jpg,Apple___healthy,2,Apple,None (Healthy),Healthy,337,326,23.23,train,processed\train\Apple___healthy\Apple___healthy_sample_011.jpg,224,224
J:\AGRISMART_AI\dataset\raw\Corn___Common_rust\Corn___Common_rust_sample_001.jpg,Corn___Common_rust_sample_001.jpg,Corn___Common_rust,3,Corn,Common Rust,Diseased,349,290,22.53,train,processed\train\Corn___Common_rust\Corn___Common_rust_sample_001.jpg,224,224
J:\AGRISMART_AI\dataset\raw\Corn___Common_rust\Corn___Common_rust_sample_002.jpg,Corn___Common_rust_sample_002.jpg,Corn___Common_rust,3,Corn,Common Rust,Diseased,346,353,26.96,train,processed\train\Corn___Common_rust\Corn___Common_rust_sample_002.jpg,224,224
J:\AGRISMART_AI\dataset\raw\Corn___Common_rust\Corn___Common_rust_sample_005.jpg,Corn___Common_rust_sample_005.jpg,Corn___Common_rust,3,Corn,Common Rust,Diseased,331,304,22.86,train,processed\train\Corn___Common_rust\Corn___Common_rust_sample_005.jpg,224,224
J:\AGRISMART_AI\dataset\raw\Corn___Common_rust\Corn___Common_rust_sample_006.jpg,Corn___Common_rust_sample_006.jpg,Corn___Common_rust,3,Corn,Common Rust,Diseased,327,348,24.73,train,processed\train\Corn___Common_rust\Corn___Common_rust_sample_006.jpg,224,224
J:\AGRISMART_AI\dataset\raw\Corn___Common_rust\Corn___Common_rust_sample_008.jpg,Corn___Common_rust_sample_008.jpg,Corn___Common_rust,3,Corn,Common Rust,Diseased,283,330,21.3,train,processed\train\Corn___Common_rust\Corn___Common_rust_sample_008.jpg,224,224
J:\AGRISMART_AI\dataset\raw\Corn___Common_rust\Corn___Common_rust_sample_010.jpg,Corn___Common_rust_sample_010.jpg,Corn___Common_rust,3,Corn,Common Rust,Diseased,295,292,20.04,train,processed\train\Corn___Common_rust\Corn___Common_rust_sample_010.jpg,224,224
J:\AGRISMART_AI\dataset\raw\Corn___Common_rust\Corn___Common_rust_sample_011.jpg,Corn___Common_rust_sample_011.jpg,Corn___Common_rust,3,Corn,Common Rust,Diseased,356,348,26.64,train,processed\train\Corn___Common_rust\Corn___Common_rust_sample_011.jpg,224,224
J:\AGRISMART_AI\dataset\raw\Corn___Common_rust\Corn___Common_rust_sample_012.jpg,Corn___Common_rust_sample_012.jpg,Corn___Common_rust,3,Corn,Common Rust,Diseased,320,323,23.47,train,processed\train\Corn___Common_rust\Corn___Common_rust_sample_012.jpg,224,224
J:\AGRISMART_AI\dataset\raw\Corn___healthy\Corn___healthy_sample_002.jpg,Corn___healthy_sample_002.jpg,Corn___healthy,5,Corn,None (Healthy),Healthy,304,285,18.57,train,processed\train\Corn___healthy\Corn___healthy_sample_002.jpg,224,224
J:\AGRISMART_AI\dataset\raw\Corn___healthy\Corn___healthy_sample_004.jpg,Corn___healthy_sample_004.jpg,Corn___healthy,5,Corn,None (Healthy),Healthy,283,320,19.31,train,processed\train\Corn___healthy\Corn___healthy_sample_004.jpg,224,224
J:\AGRISMART_AI\dataset\raw\Corn___healthy\Corn___healthy_sample_005.jpg,Corn___healthy_sample_005.jpg,Corn___healthy,5,Corn,None (Healthy),Healthy,351,356,25.67,train,processed\train\Corn___healthy\Corn___healthy_sample_005.jpg,224,224
J:\AGRISMART_AI\dataset\raw\Corn___healthy\Corn___healthy_sample_006.jpg,Corn___healthy_sample_006.jpg,Corn___healthy,5,Corn,None (Healthy),Healthy,320,320,21.03,train,processed\train\Corn___healthy\Corn___healthy_sample_006.jpg,224,224
J:\AGRISMART_AI\dataset\raw\Corn___healthy\Corn___healthy_sample_009.jpg,Corn___healthy_sample_009.jpg,Corn___healthy,5,Corn,None (Healthy),Healthy,295,311,19.41,train,processed\train\Corn___healthy\Corn___healthy_sample_009.jpg,224,224
J:\AGRISMART_AI\dataset\raw\Corn___healthy\Corn___healthy_sample_010.jpg,Corn___healthy_sample_010.jpg,Corn___healthy,5,Corn,None (Healthy),Healthy,351,353,25.95,train,processed\train\Corn___healthy\Corn___healthy_sample_010.jpg,224,224
J:\AGRISMART_AI\dataset\raw\Corn___healthy\Corn___healthy_sample_011.jpg,Corn___healthy_sample_011.jpg,Corn___healthy,5,Corn,None (Healthy),Healthy,333,287,19.92,train,processed\train\Corn___healthy\Corn___healthy_sample_011.jpg,224,224
J:\AGRISMART_AI\dataset\raw\Corn___healthy\Corn___healthy_sample_012.jpg,Corn___healthy_sample_012.jpg,Corn___healthy,5,Corn,None (Healthy),Healthy,290,323,20.28,train,processed\train\Corn___healthy\Corn___healthy_sample_012.jpg,224,224
J:\AGRISMART_AI\dataset\raw\Corn___Northern_Leaf_Blight\Corn___Northern_Leaf_Blight_sample_001.jpg,Corn___Northern_Leaf_Blight_sample_001.jpg,Corn___Northern_Leaf_Blight,4,Corn,Northern Leaf Blight,Diseased,334,289,22.81,train,processed\train\Corn___Northern_Leaf_Blight\Corn___Northern_Leaf_Blight_sample_001.jpg,224,224
J:\AGRISMART_AI\dataset\raw\Corn___Northern_Leaf_Blight\Corn___Northern_Leaf_Blight_sample_003.jpg,Corn___Northern_Leaf_Blight_sample_003.jpg,Corn___Northern_Leaf_Blight,4,Corn,Northern Leaf Blight,Diseased,360,285,25.4,train,processed\train\Corn___Northern_Leaf_Blight\Corn___Northern_Leaf_Blight_sample_003.jpg,224,224
J:\AGRISMART_AI\dataset\raw\Corn___Northern_Leaf_Blight\Corn___Northern_Leaf_Blight_sample_005.jpg,Corn___Northern_Leaf_Blight_sample_005.jpg,Corn___Northern_Leaf_Blight,4,Corn,Northern Leaf Blight,Diseased,354,330,27.08,train,processed\train\Corn___Northern_Leaf_Blight\Corn___Northern_Leaf_Blight_sample_005.jpg,224,224
J:\AGRISMART_AI\dataset\raw\Corn___Northern_Leaf_Blight\Corn___Northern_Leaf_Blight_sample_006.jpg,Corn___Northern_Leaf_Blight_sample_006.jpg,Corn___Northern_Leaf_Blight,4,Corn,Northern Leaf Blight,Diseased,345,289,23.58,train,processed\train\Corn___Northern_Leaf_Blight\Corn___Northern_Leaf_Blight_sample_006.jpg,224,224
J:\AGRISMART_AI\dataset\raw\Corn___Northern_Leaf_Blight\Corn___Northern_Leaf_Blight_sample_007.jpg,Corn___Northern_Leaf_Blight_sample_007.jpg,Corn___Northern_Leaf_Blight,4,Corn,Northern Leaf Blight,Diseased,327,338,24.23,train,processed\train\Corn___Northern_Leaf_Blight\Corn___Northern_Leaf_Blight_sample_007.jpg,224,224
J:\AGRISMART_AI\dataset\raw\Corn___Northern_Leaf_Blight\Corn___Northern_Leaf_Blight_sample_008.jpg,Corn___Northern_Leaf_Blight_sample_008.jpg,Corn___Northern_Leaf_Blight,4,Corn,Northern Leaf Blight,Diseased,323,340,25.34,train,processed\train\Corn___Northern_Leaf_Blight\Corn___Northern_Leaf_Blight_sample_008.jpg,224,224
J:\AGRISMART_AI\dataset\raw\Corn___Northern_Leaf_Blight\Corn___Northern_Leaf_Blight_sample_010.jpg,Corn___Northern_Leaf_Blight_sample_010.jpg,Corn___Northern_Leaf_Blight,4,Corn,Northern Leaf Blight,Diseased,300,330,24.54,train,processed\train\Corn___Northern_Leaf_Blight\Corn___Northern_Leaf_Blight_sample_010.jpg,224,224
J:\AGRISMART_AI\dataset\raw\Corn___Northern_Leaf_Blight\Corn___Northern_Leaf_Blight_sample_012.jpg,Corn___Northern_Leaf_Blight_sample_012.jpg,Corn___Northern_Leaf_Blight,4,Corn,Northern Leaf Blight,Diseased,358,353,28.97,train,processed\train\Corn___Northern_Leaf_Blight\Corn___Northern_Leaf_Blight_sample_012.jpg,224,224
J:\AGRISMART_AI\dataset\raw\Potato___Early_blight\Potato___Early_blight_sample_001.jpg,Potato___Early_blight_sample_001.jpg,Potato___Early_blight,6,Potato,Early Blight,Diseased,292,322,25.37,train,processed\train\Potato___Early_blight\Potato___Early_blight_sample_001.jpg,224,224
J:\AGRISMART_AI\dataset\raw\Potato___Early_blight\Potato___Early_blight_sample_003.jpg,Potato___Early_blight_sample_003.jpg,Potato___Early_blight,6,Potato,Early Blight,Diseased,341,293,24.46,train,processed\train\Potato___Early_blight\Potato___Early_blight_sample_003.jpg,224,224
J:\AGRISMART_AI\dataset\raw\Potato___Early_blight\Potato___Early_blight_sample_005.jpg,Potato___Early_blight_sample_005.jpg,Potato___Early_blight,6,Potato,Early Blight,Diseased,329,328,25.93,train,processed\train\Potato___Early_blight\Potato___Early_blight_sample_005.jpg,224,224
J:\AGRISMART_AI\dataset\raw\Potato___Early_blight\Potato___Early_blight_sample_007.jpg,Potato___Early_blight_sample_007.jpg,Potato___Early_blight,6,Potato,Early Blight,Diseased,344,335,28.0,train,processed\train\Potato___Early_blight\Potato___Early_blight_sample_007.jpg,224,224
J:\AGRISMART_AI\dataset\raw\Potato___Early_blight\Potato___Early_blight_sample_008.jpg,Potato___Early_blight_sample_008.jpg,Potato___Early_blight,6,Potato,Early Blight,Diseased,319,303,24.87,train,processed\train\Potato___Early_blight\Potato___Early_blight_sample_008.jpg,224,224
J:\AGRISMART_AI\dataset\raw\Potato___Early_blight\Potato___Early_blight_sample_009.jpg,Potato___Early_blight_sample_009.jpg,Potato___Early_blight,6,Potato,Early Blight,Diseased,315,316,25.71,train,processed\train\Potato___Early_blight\Potato___Early_blight_sample_009.jpg,224,224
J:\AGRISMART_AI\dataset\raw\Potato___Early_blight\Potato___Early_blight_sample_011.jpg,Potato___Early_blight_sample_011.jpg,Potato___Early_blight,6,Potato,Early Blight,Diseased,342,331,28.63,train,processed\train\Potato___Early_blight\Potato___Early_blight_sample_011.jpg,224,224
J:\AGRISMART_AI\dataset\raw\Potato___Early_blight\Potato___Early_blight_sample_012.jpg,Potato___Early_blight_sample_012.jpg,Potato___Early_blight,6,Potato,Early Blight,Diseased,288,328,24.56,train,processed\train\Potato___Early_blight\Potato___Early_blight_sample_012.jpg,224,224
J:\AGRISMART_AI\dataset\raw\Potato___healthy\Potato___healthy_sample_002.jpg,Potato___healthy_sample_002.jpg,Potato___healthy,8,Potato,None (Healthy),Healthy,310,360,23.93,train,processed\train\Potato___healthy\Potato___healthy_sample_002.jpg,224,224
J:\AGRISMART_AI\dataset\raw\Potato___healthy\Potato___healthy_sample_003.jpg,Potato___healthy_sample_003.jpg,Potato___healthy,8,Potato,None (Healthy),Healthy,310,309,20.68,train,processed\train\Potato___healthy\Potato___healthy_sample_003.jpg,224,224
J:\AGRISMART_AI\dataset\raw\Potato___healthy\Potato___healthy_sample_004.jpg,Potato___healthy_sample_004.jpg,Potato___healthy,8,Potato,None (Healthy),Healthy,349,320,23.34,train,processed\train\Potato___healthy\Potato___healthy_sample_004.jpg,224,224
J:\AGRISMART_AI\dataset\raw\Potato___healthy\Potato___healthy_sample_005.jpg,Potato___healthy_sample_005.jpg,Potato___healthy,8,Potato,None (Healthy),Healthy,298,310,20.22,train,processed\train\Potato___healthy\Potato___healthy_sample_005.jpg,224,224
J:\AGRISMART_AI\dataset\raw\Potato___healthy\Potato___healthy_sample_006.jpg,Potato___healthy_sample_006.jpg,Potato___healthy,8,Potato,None (Healthy),Healthy,316,284,19.6,train,processed\train\Potato___healthy\Potato___healthy_sample_006.jpg,224,224
J:\AGRISMART_AI\dataset\raw\Potato___healthy\Potato___healthy_sample_007.jpg,Potato___healthy_sample_007.jpg,Potato___healthy,8,Potato,None (Healthy),Healthy,356,324,24.28,train,processed\train\Potato___healthy\Potato___healthy_sample_007.jpg,224,224
J:\AGRISMART_AI\dataset\raw\Potato___healthy\Potato___healthy_sample_008.jpg,Potato___healthy_sample_008.jpg,Potato___healthy,8,Potato,None (Healthy),Healthy,327,303,21.09,train,processed\train\Potato___healthy\Potato___healthy_sample_008.jpg,224,224
J:\AGRISMART_AI\dataset\raw\Potato___healthy\Potato___healthy_sample_010.jpg,Potato___healthy_sample_010.jpg,Potato___healthy,8,Potato,None (Healthy),Healthy,286,331,20.62,train,processed\train\Potato___healthy\Potato___healthy_sample_010.jpg,224,224
J:\AGRISMART_AI\dataset\raw\Potato___Late_blight\Potato___Late_blight_sample_001.jpg,Potato___Late_blight_sample_001.jpg,Potato___Late_blight,7,Potato,Late Blight,Diseased,286,283,21.41,train,processed\train\Potato___Late_blight\Potato___Late_blight_sample_001.jpg,224,224
J:\AGRISMART_AI\dataset\raw\Potato___Late_blight\Potato___Late_blight_sample_002.jpg,Potato___Late_blight_sample_002.jpg,Potato___Late_blight,7,Potato,Late Blight,Diseased,333,280,23.91,train,processed\train\Potato___Late_blight\Potato___Late_blight_sample_002.jpg,224,224
J:\AGRISMART_AI\dataset\raw\Potato___Late_blight\Potato___Late_blight_sample_003.jpg,Potato___Late_blight_sample_003.jpg,Potato___Late_blight,7,Potato,Late Blight,Diseased,343,296,25.02,train,processed\train\Potato___Late_blight\Potato___Late_blight_sample_003.jpg,224,224
J:\AGRISMART_AI\dataset\raw\Potato___Late_blight\Potato___Late_blight_sample_004.jpg,Potato___Late_blight_sample_004.jpg,Potato___Late_blight,7,Potato,Late Blight,Diseased,299,318,24.04,train,processed\train\Potato___Late_blight\Potato___Late_blight_sample_004.jpg,224,224
J:\AGRISMART_AI\dataset\raw\Potato___Late_blight\Potato___Late_blight_sample_005.jpg,Potato___Late_blight_sample_005.jpg,Potato___Late_blight,7,Potato,Late Blight,Diseased,303,300,23.64,train,processed\train\Potato___Late_blight\Potato___Late_blight_sample_005.jpg,224,224
J:\AGRISMART_AI\dataset\raw\Potato___Late_blight\Potato___Late_blight_sample_006.jpg,Potato___Late_blight_sample_006.jpg,Potato___Late_blight,7,Potato,Late Blight,Diseased,280,291,20.67,train,processed\train\Potato___Late_blight\Potato___Late_blight_sample_006.jpg,224,224
J:\AGRISMART_AI\dataset\raw\Potato___Late_blight\Potato___Late_blight_sample_010.jpg,Potato___Late_blight_sample_010.jpg,Potato___Late_blight,7,Potato,Late Blight,Diseased,349,351,29.84,train,processed\train\Potato___Late_blight\Potato___Late_blight_sample_010.jpg,224,224
J:\AGRISMART_AI\dataset\raw\Potato___Late_blight\Potato___Late_blight_sample_011.jpg,Potato___Late_blight_sample_011.jpg,Potato___Late_blight,7,Potato,Late Blight,Diseased,338,323,25.78,train,processed\train\Potato___Late_blight\Potato___Late_blight_sample_011.jpg,224,224
J:\AGRISMART_AI\dataset\raw\Tomato___Bacterial_spot\Tomato___Bacterial_spot_sample_002.jpg,Tomato___Bacterial_spot_sample_002.jpg,Tomato___Bacterial_spot,9,Tomato,Bacterial Spot,Diseased,330,341,27.1,train,processed\train\Tomato___Bacterial_spot\Tomato___Bacterial_spot_sample_002.jpg,224,224
J:\AGRISMART_AI\dataset\raw\Tomato___Bacterial_spot\Tomato___Bacterial_spot_sample_004.jpg,Tomato___Bacterial_spot_sample_004.jpg,Tomato___Bacterial_spot,9,Tomato,Bacterial Spot,Diseased,283,310,22.88,train,processed\train\Tomato___Bacterial_spot\Tomato___Bacterial_spot_sample_004.jpg,224,224
J:\AGRISMART_AI\dataset\raw\Tomato___Bacterial_spot\Tomato___Bacterial_spot_sample_005.jpg,Tomato___Bacterial_spot_sample_005.jpg,Tomato___Bacterial_spot,9,Tomato,Bacterial Spot,Diseased,321,337,28.33,train,processed\train\Tomato___Bacterial_spot\Tomato___Bacterial_spot_sample_005.jpg,224,224
J:\AGRISMART_AI\dataset\raw\Tomato___Bacterial_spot\Tomato___Bacterial_spot_sample_006.jpg,Tomato___Bacterial_spot_sample_006.jpg,Tomato___Bacterial_spot,9,Tomato,Bacterial Spot,Diseased,297,354,28.25,train,processed\train\Tomato___Bacterial_spot\Tomato___Bacterial_spot_sample_006.jpg,224,224
J:\AGRISMART_AI\dataset\raw\Tomato___Bacterial_spot\Tomato___Bacterial_spot_sample_007.jpg,Tomato___Bacterial_spot_sample_007.jpg,Tomato___Bacterial_spot,9,Tomato,Bacterial Spot,Diseased,291,350,27.35,train,processed\train\Tomato___Bacterial_spot\Tomato___Bacterial_spot_sample_007.jpg,224,224
J:\AGRISMART_AI\dataset\raw\Tomato___Bacterial_spot\Tomato___Bacterial_spot_sample_009.jpg,Tomato___Bacterial_spot_sample_009.jpg,Tomato___Bacterial_spot,9,Tomato,Bacterial Spot,Diseased,339,356,30.39,train,processed\train\Tomato___Bacterial_spot\Tomato___Bacterial_spot_sample_009.jpg,224,224
J:\AGRISMART_AI\dataset\raw\Tomato___Bacterial_spot\Tomato___Bacterial_spot_sample_010.jpg,Tomato___Bacterial_spot_sample_010.jpg,Tomato___Bacterial_spot,9,Tomato,Bacterial Spot,Diseased,353,333,28.42,train,processed\train\Tomato___Bacterial_spot\Tomato___Bacterial_spot_sample_010.jpg,224,224
J:\AGRISMART_AI\dataset\raw\Tomato___Bacterial_spot\Tomato___Bacterial_spot_sample_011.jpg,Tomato___Bacterial_spot_sample_011.jpg,Tomato___Bacterial_spot,9,Tomato,Bacterial Spot,Diseased,295,328,24.47,train,processed\train\Tomato___Bacterial_spot\Tomato___Bacterial_spot_sample_011.jpg,224,224
J:\AGRISMART_AI\dataset\raw\Tomato___Early_blight\Tomato___Early_blight_sample_001.jpg,Tomato___Early_blight_sample_001.jpg,Tomato___Early_blight,10,Tomato,Early Blight,Diseased,336,353,29.69,train,processed\train\Tomato___Early_blight\Tomato___Early_blight_sample_001.jpg,224,224
J:\AGRISMART_AI\dataset\raw\Tomato___Early_blight\Tomato___Early_blight_sample_002.jpg,Tomato___Early_blight_sample_002.jpg,Tomato___Early_blight,10,Tomato,Early Blight,Diseased,358,301,25.33,train,processed\train\Tomato___Early_blight\Tomato___Early_blight_sample_002.jpg,224,224
J:\AGRISMART_AI\dataset\raw\Tomato___Early_blight\Tomato___Early_blight_sample_003.jpg,Tomato___Early_blight_sample_003.jpg,Tomato___Early_blight,10,Tomato,Early Blight,Diseased,333,302,23.57,train,processed\train\Tomato___Early_blight\Tomato___Early_blight_sample_003.jpg,224,224
J:\AGRISMART_AI\dataset\raw\Tomato___Early_blight\Tomato___Early_blight_sample_004.jpg,Tomato___Early_blight_sample_004.jpg,Tomato___Early_blight,10,Tomato,Early Blight,Diseased,295,326,22.7,train,processed\train\Tomato___Early_blight\Tomato___Early_blight_sample_004.jpg,224,224
J:\AGRISMART_AI\dataset\raw\Tomato___Early_blight\Tomato___Early_blight_sample_005.jpg,Tomato___Early_blight_sample_005.jpg,Tomato___Early_blight,10,Tomato,Early Blight,Diseased,351,333,26.74,train,processed\train\Tomato___Early_blight\Tomato___Early_blight_sample_005.jpg,224,224
J:\AGRISMART_AI\dataset\raw\Tomato___Early_blight\Tomato___Early_blight_sample_006.jpg,Tomato___Early_blight_sample_006.jpg,Tomato___Early_blight,10,Tomato,Early Blight,Diseased,327,342,27.71,train,processed\train\Tomato___Early_blight\Tomato___Early_blight_sample_006.jpg,224,224
J:\AGRISMART_AI\dataset\raw\Tomato___Early_blight\Tomato___Early_blight_sample_010.jpg,Tomato___Early_blight_sample_010.jpg,Tomato___Early_blight,10,Tomato,Early Blight,Diseased,301,284,22.96,train,processed\train\Tomato___Early_blight\Tomato___Early_blight_sample_010.jpg,224,224
J:\AGRISMART_AI\dataset\raw\Tomato___Early_blight\Tomato___Early_blight_sample_011.jpg,Tomato___Early_blight_sample_011.jpg,Tomato___Early_blight,10,Tomato,Early Blight,Diseased,338,317,27.2,train,processed\train\Tomato___Early_blight\Tomato___Early_blight_sample_011.jpg,224,224
J:\AGRISMART_AI\dataset\raw\Tomato___healthy\Tomato___healthy_sample_001.jpg,Tomato___healthy_sample_001.jpg,Tomato___healthy,12,Tomato,None (Healthy),Healthy,285,295,18.45,train,processed\train\Tomato___healthy\Tomato___healthy_sample_001.jpg,224,224
J:\AGRISMART_AI\dataset\raw\Tomato___healthy\Tomato___healthy_sample_002.jpg,Tomato___healthy_sample_002.jpg,Tomato___healthy,12,Tomato,None (Healthy),Healthy,352,324,23.96,train,processed\train\Tomato___healthy\Tomato___healthy_sample_002.jpg,224,224
J:\AGRISMART_AI\dataset\raw\Tomato___healthy\Tomato___healthy_sample_004.jpg,Tomato___healthy_sample_004.jpg,Tomato___healthy,12,Tomato,None (Healthy),Healthy,313,351,23.12,train,processed\train\Tomato___healthy\Tomato___healthy_sample_004.jpg,224,224
J:\AGRISMART_AI\dataset\raw\Tomato___healthy\Tomato___healthy_sample_005.jpg,Tomato___healthy_sample_005.jpg,Tomato___healthy,12,Tomato,None (Healthy),Healthy,304,315,20.84,train,processed\train\Tomato___healthy\Tomato___healthy_sample_005.jpg,224,224
J:\AGRISMART_AI\dataset\raw\Tomato___healthy\Tomato___healthy_sample_006.jpg,Tomato___healthy_sample_006.jpg,Tomato___healthy,12,Tomato,None (Healthy),Healthy,337,322,23.47,train,processed\train\Tomato___healthy\Tomato___healthy_sample_006.jpg,224,224
J:\AGRISMART_AI\dataset\raw\Tomato___healthy\Tomato___healthy_sample_008.jpg,Tomato___healthy_sample_008.jpg,Tomato___healthy,12,Tomato,None (Healthy),Healthy,298,335,21.43,train,processed\train\Tomato___healthy\Tomato___healthy_sample_008.jpg,224,224
