Time,Moisture(%),Temperature(C),Humidity(%),Motor,Raindrop,Object
0:00:45,49,24.1,79,OFF,NO,NOT FOUND
0:00:46,49,24.1,79,OFF,NO,NOT FOUND
0:00:47,49,24.1,79,OFF,NO,NOT FOUND
0:00:48,49,24.1,78,OFF,NO,NOT FOUND
0:00:49,48,24.1,78,OFF,NO,NOT FOUND
0:00:50,49,24.1,78,OFF,NO,NOT FOUND
0:00:51,49,24.1,78,OFF,NO,NOT FOUND
0:00:52,49,24.1,78,OFF,NO,NOT FOUND
0:00:53,49,24.1,78,OFF,NO,NOT FOUND
0:00:54,49,24.1,78,OFF,NO,NOT FOUND
0:00:55,49,24.1,78,OFF,NO,NOT FOUND
0:00:56,49,24.1,78,OFF,NO,NOT FOUND
0:00:57,49,24.1,78,OFF,NO,NOT FOUND
0:00:59,49,24.1,78,OFF,NO,NOT FOUND
0:01:00,48,24.1,78,OFF,NO,NOT FOUND
0:01:01,49,24.1,78,OFF,NO,NOT FOUND
0:01:02,49,24.1,78,OFF,NO,NOT FOUND
0:01:03,49,24.1,78,OFF,NO,NOT FOUND
0:01:04,49,24.1,78,OFF,NO,NOT FOUND
0:01:05,48,24.1,78,OFF,NO,NOT FOUND
0:01:06,49,24.1,78,OFF,NO,NOT FOUND
0:01:07,49,24.1,78,OFF,NO,NOT FOUND
0:01:08,44,24.1,78,OFF,NO,NOT FOUND
0:01:09,25,24.1,78,ON,NO,NOT FOUND
0:01:10,17,24.1,78,ON,NO,NOT FOUND
0:01:11,16,24.1,78,ON,NO,NOT FOUND
0:01:12,15,24.1,78,ON,NO,NOT FOUND
0:01:14,16,24.1,78,ON,NO,NOT FOUND
0:01:15,17,24.1,78,ON,NO,NOT FOUND
0:01:16,18,24.1,78,ON,NO,NOT FOUND
0:01:17,21,24.1,78,ON,NO,NOT FOUND
0:01:18,23,24.1,78,ON,NO,NOT FOUND
0:01:19,24,24.1,78,ON,NO,NOT FOUND
0:01:20,26,24.1,78,ON,NO,NOT FOUND
0:01:21,26,24.1,78,ON,NO,NOT FOUND
0:01:22,29,24.1,78,ON,NO,NOT FOUND
0:01:23,30,24.1,78,ON,NO,NOT FOUND
0:01:24,32,24.1,78,ON,NO,NOT FOUND
0:01:25,33,24.1,78,ON,NO,NOT FOUND
0:01:26,34,24.1,78,ON,NO,NOT FOUND
0:01:28,37,24.1,78,ON,NO,NOT FOUND
0:01:29,38,24.1,78,ON,NO,NOT FOUND
0:01:30,39,24.1,78,ON,NO,NOT FOUND
0:01:31,41,24.1,77,ON,NO,NOT FOUND
0:01:32,42,24.1,77,ON,NO,NOT FOUND
0:01:33,44,24.1,77,ON,NO,NOT FOUND
0:01:34,46,24.1,77,ON,NO,NOT FOUND
0:01:35,47,24.1,77,ON,NO,NOT FOUND
0:01:36,48,24.1,77,ON,NO,NOT FOUND
0:01:37,49,24.1,77,ON,NO,NOT FOUND
0:01:38,51,24.1,77,ON,NO,NOT FOUND
0:01:39,52,24.1,77,ON,NO,NOT FOUND
0:01:40,53,24.1,77,ON,NO,NOT FOUND
0:01:41,55,24.1,77,ON,NO,NOT FOUND
0:01:43,55,24.1,77,ON,NO,NOT FOUND
0:01:44,57,24.1,77,ON,NO,NOT FOUND
0:01:45,58,24.1,77,ON,NO,NOT FOUND
0:01:46,59,24.1,77,ON,NO,NOT FOUND
0:01:47,60,24.1,77,ON,NO,NOT FOUND
0:01:48,61,24.1,77,ON,NO,NOT FOUND
0:01:49,62,24.1,77,ON,NO,NOT FOUND
0:01:50,63,24.1,77,ON,NO,NOT FOUND
0:01:51,64,24.1,77,ON,NO,NOT FOUND
0:01:52,65,24.1,77,ON,NO,FOUND
0:01:53,65,24.1,77,ON,NO,FOUND
0:01:54,66,24.1,77,ON,NO,FOUND
0:01:55,67,24.1,77,ON,NO,NOT FOUND
0:01:57,68,24.1,77,ON,NO,NOT FOUND
0:01:58,68,24.1,77,ON,NO,NOT FOUND
0:01:59,67,24.1,77,ON,NO,NOT FOUND
0:02:00,68,24.1,77,ON,NO,NOT FOUND
0:02:01,68,24.1,77,ON,NO,NOT FOUND
0:02:02,69,24.1,77,ON,NO,NOT FOUND
0:02:03,69,24.1,77,ON,NO,NOT FOUND
0:02:04,68,24.1,77,ON,NO,NOT FOUND
0:02:05,69,24.1,77,ON,NO,NOT FOUND
0:02:06,69,24.1,77,ON,NO,NOT FOUND
0:02:07,69,24.1,77,ON,NO,NOT FOUND
0:02:08,69,24.1,77,ON,NO,NOT FOUND
0:02:09,69,24.1,77,ON,NO,NOT FOUND
0:02:10,69,24.1,77,ON,NO,NOT FOUND
0:02:12,69,24.1,77,ON,NO,NOT FOUND
0:02:13,70,24.1,77,ON,NO,NOT FOUND
0:02:14,70,24.1,77,ON,NO,NOT FOUND
0:02:15,70,24.1,77,ON,NO,NOT FOUND
0:02:16,71,24.1,77,ON,NO,NOT FOUND
0:02:17,71,24.1,77,ON,NO,NOT FOUND
0:02:18,72,24.1,77,ON,NO,NOT FOUND
0:02:19,73,24.1,77,ON,NO,NOT FOUND
0:02:20,73,24.1,77,ON,NO,NOT FOUND
0:02:21,74,24.1,77,ON,NO,NOT FOUND
0:02:22,75,24.1,77,ON,NO,NOT FOUND
0:02:23,75,24.1,77,ON,NO,NOT FOUND
0:02:24,76,24.1,77,ON,NO,NOT FOUND
0:02:25,76,24.1,77,ON,NO,NOT FOUND
0:02:27,77,24.1,77,ON,NO,NOT FOUND
0:02:28,78,24.1,77,ON,NO,NOT FOUND
0:02:29,78,24.1,77,ON,NO,NOT FOUND
0:02:30,78,24.1,77,ON,NO,NOT FOUND
0:02:31,78,24.1,77,ON,NO,NOT FOUND
0:02:32,79,24.1,77,ON,NO,NOT FOUND
0:02:33,79,24.1,77,ON,NO,NOT FOUND
0:02:34,79,24.1,77,ON,NO,NOT FOUND
0:02:35,79,24.1,77,ON,NO,NOT FOUND
0:02:36,79,24.1,77,ON,NO,NOT FOUND
0:02:37,79,24.1,77,ON,NO,NOT FOUND
0:02:38,80,24.1,77,OFF,NO,NOT FOUND
0:02:39,84,24.1,77,OFF,NO,NOT FOUND
0:02:40,84,24.1,77,OFF,NO,NOT FOUND
0:02:42,84,24.1,77,OFF,NO,NOT FOUND
0:02:43,85,24.1,77,OFF,NO,NOT FOUND
0:02:44,86,24.1,77,OFF,NO,NOT FOUND
0:02:45,86,24.1,77,OFF,NO,NOT FOUND
0:02:46,86,24.1,77,OFF,NO,NOT FOUND
0:02:47,85,24.1,77,OFF,NO,FOUND
0:02:48,86,24.1,77,OFF,NO,FOUND
0:02:49,87,24.1,77,OFF,NO,FOUND
0:02:50,87,24.1,77,OFF,NO,NOT FOUND
0:02:51,86,24.1,77,OFF,NO,NOT FOUND
0:02:52,86,24.1,77,OFF,NO,NOT FOUND
0:02:53,87,24.1,77,OFF,NO,NOT FOUND
0:02:54,87,24.1,77,OFF,NO,NOT FOUND
0:02:56,87,24.1,77,OFF,NO,NOT FOUND
0:02:57,87,24.1,77,OFF,NO,NOT FOUND
0:02:58,87,24.1,77,OFF,NO,NOT FOUND
0:02:59,87,24.1,77,OFF,NO,NOT FOUND
0:03:00,87,24.1,77,OFF,NO,NOT FOUND
0:03:01,87,24.1,77,OFF,NO,NOT FOUND
0:03:02,87,24.1,77,OFF,NO,NOT FOUND
0:03:03,86,24.1,77,OFF,NO,FOUND
0:03:04,87,24.1,77,OFF,NO,FOUND
0:03:05,87,24.1,77,OFF,NO,FOUND
0:03:06,87,24.1,77,OFF,NO,NOT FOUND
0:03:07,87,24.1,76,OFF,NO,NOT FOUND
0:03:08,86,24.1,76,OFF,NO,NOT FOUND
0:03:09,87,24.1,76,OFF,NO,NOT FOUND
0:03:11,87,24.1,76,OFF,NO,NOT FOUND
0:03:12,87,24.1,76,OFF,NO,NOT FOUND
0:03:13,87,24.1,76,OFF,NO,NOT FOUND
0:03:14,86,24.1,76,OFF,NO,NOT FOUND
0:03:15,87,24.1,76,OFF,NO,NOT FOUND
0:03:16,86,24.1,76,OFF,NO,NOT FOUND
0:03:17,86,24.1,76,OFF,NO,NOT FOUND
0:03:18,86,24.1,76,OFF,NO,NOT FOUND
0:03:19,86,24.1,76,OFF,NO,FOUND
0:03:20,86,24.1,76,OFF,NO,FOUND
0:03:21,86,24.1,76,OFF,NO,NOT FOUND
0:03:22,87,24.1,76,OFF,NO,NOT FOUND
0:03:23,86,24.1,77,OFF,NO,NOT FOUND
0:03:24,86,24.1,77,OFF,NO,NOT FOUND
0:03:26,87,24.1,77,OFF,NO,NOT FOUND
0:03:27,86,24.1,77,OFF,NO,NOT FOUND
0:03:28,86,24.1,77,OFF,NO,NOT FOUND
0:03:29,87,24.1,76,OFF,NO,NOT FOUND
0:03:30,86,24.1,76,OFF,NO,NOT FOUND
0:03:31,87,24.1,76,OFF,NO,FOUND
0:03:32,86,24.1,76,OFF,NO,FOUND
0:03:33,85,24.1,76,OFF,NO,FOUND
0:03:34,85,24.1,76,OFF,NO,NOT FOUND
0:03:35,84,24.1,76,OFF,NO,NOT FOUND
0:03:36,85,24.1,76,OFF,NO,NOT FOUND
0:03:37,85,24.1,76,OFF,NO,NOT FOUND
0:03:38,84,24.1,76,OFF,NO,NOT FOUND
0:03:40,84,24.1,76,OFF,NO,NOT FOUND
0:03:41,84,24.1,76,OFF,NO,NOT FOUND
0:03:42,84,24.1,76,OFF,NO,NOT FOUND
0:03:43,84,24.1,76,OFF,NO,NOT FOUND
0:03:44,84,24.1,76,OFF,NO,NOT FOUND
0:03:45,84,24.1,76,OFF,NO,NOT FOUND
0:03:46,83,24.1,76,OFF,NO,NOT FOUND
0:03:47,84,24.1,76,OFF,NO,NOT FOUND
0:03:48,84,24.1,76,OFF,NO,FOUND
0:03:49,84,24.1,76,OFF,NO,FOUND
0:03:50,84,24.1,76,OFF,NO,FOUND
0:03:51,83,24.1,76,OFF,NO,FOUND
0:03:52,84,24.1,76,OFF,NO,FOUND
0:03:53,84,24.1,76,OFF,NO,NOT FOUND
0:03:55,84,24.1,76,OFF,NO,NOT FOUND
0:03:56,84,24.1,76,OFF,NO,NOT FOUND
0:03:57,83,24.1,76,OFF,NO,NOT FOUND
0:03:58,84,24.1,76,OFF,NO,NOT FOUND
0:03:59,84,24.1,76,OFF,NO,NOT FOUND
0:04:00,84,24.1,76,OFF,NO,NOT FOUND
0:04:01,84,24.1,76,OFF,NO,NOT FOUND
0:04:02,83,24.1,76,OFF,NO,NOT FOUND
0:04:03,84,24.1,76,OFF,NO,NOT FOUND
0:04:04,83,24.1,76,OFF,NO,NOT FOUND
0:04:05,83,24.1,76,OFF,NO,NOT FOUND
0:04:06,82,24.1,76,OFF,NO,NOT FOUND
0:04:07,81,24.1,76,OFF,NO,FOUND
0:04:08,82,24.1,76,OFF,NO,FOUND
0:04:10,82,24.1,76,OFF,NO,FOUND
0:04:11,82,24.1,76,OFF,NO,FOUND
0:04:12,82,24.1,76,OFF,NO,NOT FOUND
0:04:13,81,24.1,76,OFF,NO,NOT FOUND
0:04:14,82,24.1,76,OFF,NO,NOT FOUND
0:04:15,82,24.1,76,OFF,NO,NOT FOUND
0:04:16,81,24.1,76,OFF,NO,NOT FOUND
0:04:17,81,24.1,75,OFF,NO,NOT FOUND
0:04:18,81,24.1,75,OFF,NO,NOT FOUND
0:04:19,82,24.1,75,OFF,NO,NOT FOUND
0:04:20,81,24.1,75,OFF,NO,NOT FOUND
0:04:21,82,24.1,75,OFF,NO,NOT FOUND
0:04:22,81,24.1,75,OFF,NO,NOT FOUND
0:04:24,81,24.1,75,OFF,NO,NOT FOUND
0:04:25,81,24.1,75,OFF,NO,NOT FOUND
0:04:26,82,24.1,75,OFF,NO,NOT FOUND
0:04:27,82,24.1,75,OFF,NO,NOT FOUND
0:04:28,81,24.1,75,OFF,NO,NOT FOUND
0:04:29,81,24.1,75,OFF,NO,NOT FOUND
0:04:30,81,24.1,75,OFF,NO,NOT FOUND
0:04:31,81,24.1,75,OFF,NO,NOT FOUND
0:04:32,81,24.1,75,OFF,NO,NOT FOUND
0:04:33,81,24.1,76,OFF,NO,NOT FOUND
0:04:34,81,24.1,76,OFF,NO,NOT FOUND
0:04:35,81,24.1,76,OFF,NO,NOT FOUND
0:04:36,82,24.1,76,OFF,NO,NOT FOUND
0:04:37,82,24.1,76,OFF,NO,NOT FOUND
0:04:39,81,24.1,76,OFF,NO,NOT FOUND
0:04:40,81,24.1,76,OFF,NO,NOT FOUND
0:04:41,78,24.1,76,OFF,NO,NOT FOUND
0:04:42,76,24.1,76,OFF,NO,NOT FOUND
0:04:43,74,24.1,76,OFF,NO,NOT FOUND
0:04:44,73,24.1,75,OFF,NO,NOT FOUND
0:04:45,71,24.1,75,OFF,NO,NOT FOUND
0:04:46,72,24.1,75,OFF,NO,NOT FOUND
0:04:47,71,24.1,75,OFF,NO,NOT FOUND
0:04:48,71,24.1,75,OFF,NO,NOT FOUND
0:04:49,71,24.1,74,OFF,NO,NOT FOUND
0:04:50,70,24.1,74,OFF,NO,NOT FOUND
0:04:51,71,24.1,74,OFF,NO,NOT FOUND
0:04:52,71,24.1,74,OFF,NO,NOT FOUND
0:04:54,71,24.1,74,OFF,NO,FOUND
0:04:55,71,24.1,74,OFF,NO,FOUND
0:04:56,70,24.1,74,OFF,NO,FOUND
0:04:57,71,24.1,74,OFF,NO,FOUND
0:04:58,71,24.1,74,OFF,NO,FOUND
0:04:59,71,24.1,74,OFF,NO,FOUND
0:05:00,70,24.1,74,OFF,NO,NOT FOUND
0:05:01,69,24.1,74,OFF,NO,NOT FOUND
0:05:02,69,24.1,74,OFF,NO,NOT FOUND
0:05:03,69,24.1,74,OFF,NO,NOT FOUND
0:05:04,69,24.1,74,OFF,NO,NOT FOUND
0:05:05,69,24.1,74,OFF,NO,NOT FOUND
0:05:06,68,24.1,74,OFF,NO,NOT FOUND
0:05:08,69,24.1,74,OFF,NO,NOT FOUND
0:05:09,69,24.1,74,OFF,NO,NOT FOUND
0:05:10,69,24.1,74,OFF,NO,NOT FOUND
0:05:11,69,24.1,73,OFF,NO,NOT FOUND
0:05:12,69,24.1,73,OFF,NO,NOT FOUND
0:05:13,70,24.1,73,OFF,NO,NOT FOUND
0:05:14,69,24.1,73,OFF,NO,NOT FOUND
0:05:15,69,24.1,73,OFF,NO,NOT FOUND
0:05:16,68,24.1,73,OFF,NO,NOT FOUND
0:05:17,66,24.1,73,OFF,NO,NOT FOUND
0:05:18,66,24.1,73,OFF,NO,NOT FOUND
0:05:19,65,24.1,73,OFF,NO,NOT FOUND
0:05:20,65,24.1,73,OFF,NO,NOT FOUND
0:05:21,64,24.1,73,OFF,NO,NOT FOUND
0:05:23,62,24.1,73,OFF,NO,NOT FOUND
0:05:24,62,24.1,73,OFF,NO,NOT FOUND
0:05:25,61,24.1,73,OFF,NO,NOT FOUND
0:05:26,61,24.1,73,OFF,NO,NOT FOUND
0:05:27,60,24.1,73,OFF,NO,NOT FOUND
0:05:28,59,24.1,73,OFF,NO,NOT FOUND
0:05:29,59,24.1,73,OFF,NO,NOT FOUND
0:05:30,59,24.1,73,OFF,NO,NOT FOUND
0:05:31,59,24.1,73,OFF,NO,NOT FOUND
0:05:32,57,24.1,73,OFF,NO,NOT FOUND
0:05:33,52,24.1,73,OFF,NO,NOT FOUND
0:05:34,49,24.1,73,OFF,NO,NOT FOUND
0:05:35,47,24.1,73,OFF,NO,NOT FOUND
0:05:36,45,24.1,73,OFF,NO,NOT FOUND
0:05:38,43,24.1,73,OFF,NO,NOT FOUND
0:05:39,41,24.1,73,OFF,NO,NOT FOUND
0:05:40,41,24.1,73,OFF,NO,NOT FOUND
0:05:41,40,24.1,73,OFF,NO,NOT FOUND
0:05:42,39,24.1,73,ON,NO,NOT FOUND
0:05:43,34,24.1,73,ON,NO,NOT FOUND
0:05:44,31,24.1,73,ON,NO,NOT FOUND
0:05:45,29,24.1,73,ON,NO,NOT FOUND
0:05:46,26,24.1,73,ON,NO,NOT FOUND
0:05:47,25,24.1,73,ON,NO,NOT FOUND
0:05:48,24,24.1,73,ON,NO,NOT FOUND
0:05:49,23,24.1,73,ON,NO,NOT FOUND
0:05:50,23,24.1,73,ON,NO,NOT FOUND
0:05:51,23,24.1,73,ON,NO,NOT FOUND
0:05:53,24,24.1,73,ON,NO,NOT FOUND
0:05:54,26,24.1,73,ON,NO,NOT FOUND
0:05:55,27,24.1,73,ON,NO,NOT FOUND
0:05:56,30,24.1,73,ON,NO,NOT FOUND
0:05:57,32,24.1,73,ON,NO,NOT FOUND
0:05:58,33,24.1,73,ON,NO,NOT FOUND
0:05:59,35,24.1,73,ON,NO,NOT FOUND
0:06:00,35,24.1,73,ON,NO,NOT FOUND
0:06:01,38,24.1,73,ON,NO,NOT FOUND
0:06:02,39,24.1,73,ON,NO,NOT FOUND
0:06:03,41,24.1,73,ON,NO,NOT FOUND
0:06:04,42,24.1,73,ON,NO,NOT FOUND
0:06:05,43,24.1,73,ON,NO,NOT FOUND
0:06:06,46,24.1,73,ON,NO,NOT FOUND
0:06:07,47,24.1,73,ON,NO,NOT FOUND
0:06:08,49,24.1,73,ON,NO,NOT FOUND
0:06:09,50,24.1,73,ON,NO,NOT FOUND
0:06:10,51,24.1,73,ON,NO,NOT FOUND
0:06:11,53,24.1,73,ON,NO,NOT FOUND
0:06:12,55,24.1,73,ON,NO,NOT FOUND
0:06:13,55,24.1,73,ON,NO,NOT FOUND
0:06:15,57,24.1,73,ON,NO,NOT FOUND
0:06:16,58,24.1,73,ON,NO,NOT FOUND
0:06:17,60,24.1,73,ON,NO,NOT FOUND
0:06:18,61,24.1,73,ON,NO,NOT FOUND
0:06:19,63,24.1,73,ON,NO,NOT FOUND
0:06:20,64,24.1,73,ON,NO,NOT FOUND
0:06:21,64,24.1,73,ON,NO,NOT FOUND
0:06:22,66,24.1,73,ON,NO,NOT FOUND
0:06:23,67,24.1,73,ON,NO,NOT FOUND
0:06:24,69,24.1,73,ON,NO,NOT FOUND
0:06:25,70,24.1,73,ON,NO,NOT FOUND
0:06:26,71,24.1,73,ON,NO,NOT FOUND
0:06:27,72,24.1,73,ON,NO,NOT FOUND
0:06:28,73,24.1,73,ON,NO,NOT FOUND
0:06:30,74,24.1,73,ON,NO,FOUND
0:06:31,75,24.1,73,ON,NO,FOUND
0:06:32,76,24.1,73,ON,NO,FOUND
0:06:33,77,24.1,73,ON,NO,FOUND
0:06:34,79,24.1,73,ON,NO,NOT FOUND
0:06:35,80,24.1,73,OFF,NO,NOT FOUND
0:06:36,84,24.1,73,OFF,NO,NOT FOUND
0:06:37,84,24.1,73,OFF,NO,NOT FOUND
0:06:38,85,24.1,73,OFF,NO,NOT FOUND
0:06:39,86,24.1,73,OFF,NO,NOT FOUND
0:06:40,87,24.1,73,OFF,NO,NOT FOUND
0:06:41,87,24.1,73,OFF,NO,NOT FOUND
0:06:42,87,24.1,73,OFF,NO,NOT FOUND
0:06:43,88,24.1,73,OFF,NO,NOT FOUND
0:06:45,88,24.1,73,OFF,NO,NOT FOUND
0:06:46,89,24.1,73,OFF,NO,NOT FOUND
0:06:47,89,24.1,73,OFF,NO,NOT FOUND
0:06:48,88,24.1,73,OFF,NO,NOT FOUND
0:06:49,89,24.1,73,OFF,NO,NOT FOUND
0:06:50,89,24.1,73,OFF,NO,NOT FOUND
0:06:51,89,24.1,73,OFF,NO,NOT FOUND
0:06:52,89,24.1,73,OFF,NO,NOT FOUND
0:06:53,89,24.1,73,OFF,NO,NOT FOUND
0:06:54,90,24.1,73,OFF,NO,NOT FOUND
0:06:55,90,24.1,73,OFF,NO,NOT FOUND
0:06:56,90,24.1,73,OFF,NO,NOT FOUND
0:06:57,90,24.1,73,OFF,NO,NOT FOUND
0:06:58,89,24.1,73,OFF,NO,NOT FOUND
0:07:00,90,24.1,73,OFF,NO,NOT FOUND
0:07:01,90,24.1,73,OFF,NO,NOT FOUND
0:07:02,90,24.1,73,OFF,NO,NOT FOUND
0:07:03,90,23.8,73,OFF,NO,NOT FOUND
0:07:04,89,23.8,73,OFF,NO,NOT FOUND
0:07:05,90,23.8,73,OFF,NO,NOT FOUND
0:07:06,90,23.8,73,OFF,NO,NOT FOUND
0:07:07,90,23.8,73,OFF,NO,NOT FOUND
0:07:08,90,23.8,73,OFF,NO,NOT FOUND
0:07:09,89,23.8,73,OFF,NO,NOT FOUND
0:07:10,90,23.8,73,OFF,NO,NOT FOUND
0:07:11,90,23.8,73,OFF,NO,NOT FOUND
0:07:12,90,23.8,73,OFF,NO,NOT FOUND
0:07:13,90,23.8,72,OFF,NO,NOT FOUND
0:07:15,89,23.8,72,OFF,NO,NOT FOUND
0:07:16,90,23.8,72,OFF,NO,NOT FOUND
0:07:17,90,23.8,72,OFF,NO,NOT FOUND
0:07:18,90,23.8,72,OFF,NO,NOT FOUND
0:07:19,90,23.8,72,OFF,NO,NOT FOUND
0:07:20,89,23.8,72,OFF,NO,NOT FOUND
0:07:21,90,23.8,72,OFF,NO,NOT FOUND
0:07:22,90,23.8,72,OFF,NO,NOT FOUND
0:07:23,90,23.8,72,OFF,NO,NOT FOUND
0:07:24,90,23.8,72,OFF,NO,NOT FOUND
0:07:25,89,23.8,72,OFF,NO,NOT FOUND
0:07:26,90,23.8,72,OFF,NO,NOT FOUND
0:07:27,90,23.8,72,OFF,NO,NOT FOUND
0:07:28,90,23.8,72,OFF,NO,NOT FOUND
0:07:30,90,23.8,72,OFF,NO,NOT FOUND
0:07:31,90,23.8,72,OFF,NO,NOT FOUND
0:07:32,90,23.8,72,OFF,NO,NOT FOUND
0:07:33,90,23.8,72,OFF,NO,NOT FOUND
0:07:34,90,23.8,72,OFF,NO,NOT FOUND
0:07:35,90,23.8,72,OFF,NO,NOT FOUND
0:07:36,90,23.8,72,OFF,NO,NOT FOUND
0:07:37,90,23.8,72,OFF,NO,FOUND
0:07:38,90,23.8,72,OFF,NO,FOUND
0:07:39,90,23.8,72,OFF,NO,FOUND
0:07:40,90,23.8,72,OFF,NO,NOT FOUND
0:07:41,89,23.8,72,OFF,NO,NOT FOUND
0:07:42,90,23.8,72,OFF,NO,NOT FOUND
0:07:43,89,23.8,72,OFF,NO,NOT FOUND
0:07:45,89,23.8,72,OFF,NO,NOT FOUND
0:07:46,89,23.8,72,OFF,NO,NOT FOUND
0:07:47,88,23.8,72,OFF,NO,NOT FOUND
0:07:48,89,23.8,72,OFF,NO,NOT FOUND
0:07:49,89,23.8,72,OFF,NO,FOUND
0:07:50,89,23.8,72,OFF,NO,FOUND
0:07:51,89,23.8,72,OFF,NO,FOUND
0:07:52,88,23.8,72,OFF,NO,NOT FOUND
0:07:53,89,23.8,72,OFF,NO,NOT FOUND
0:07:54,89,23.8,72,OFF,NO,NOT FOUND
0:07:55,89,23.8,72,OFF,NO,NOT FOUND
0:07:56,89,23.8,72,OFF,NO,NOT FOUND
0:07:57,88,23.8,72,OFF,NO,NOT FOUND
0:07:58,89,23.8,72,OFF,NO,NOT FOUND
0:08:00,89,23.8,72,OFF,NO,NOT FOUND
0:08:01,89,23.8,72,OFF,NO,FOUND
0:08:02,89,23.8,72,OFF,NO,FOUND
0:08:03,88,23.8,72,OFF,NO,FOUND
0:08:04,89,23.8,72,OFF,NO,FOUND
0:08:05,88,23.8,72,OFF,NO,FOUND
0:08:06,88,23.8,72,OFF,NO,FOUND
0:08:07,87,23.8,72,OFF,NO,NOT FOUND
0:08:08,86,23.8,72,OFF,NO,NOT FOUND
0:08:09,85,23.8,72,OFF,NO,NOT FOUND
0:08:10,85,23.8,72,OFF,NO,NOT FOUND
0:08:11,85,23.8,72,OFF,NO,NOT FOUND
0:08:12,84,23.8,72,OFF,NO,NOT FOUND
0:08:13,84,23.8,72,OFF,NO,NOT FOUND
0:08:15,85,23.8,72,OFF,NO,NOT FOUND
0:08:16,84,23.8,72,OFF,NO,NOT FOUND
0:08:17,83,23.8,72,OFF,NO,NOT FOUND
0:08:18,82,23.8,72,OFF,NO,NOT FOUND
0:08:19,80,23.8,72,OFF,NO,NOT FOUND
0:08:20,80,23.8,72,OFF,NO,NOT FOUND
0:08:21,80,23.8,72,OFF,NO,FOUND
0:08:22,80,23.8,72,OFF,NO,FOUND
0:08:23,80,23.8,72,OFF,NO,FOUND
0:08:24,80,23.8,72,OFF,NO,FOUND
0:08:25,80,23.8,72,OFF,NO,FOUND
0:08:26,81,23.8,72,OFF,NO,FOUND
0:08:27,81,23.8,72,OFF,NO,NOT FOUND
0:08:28,81,23.8,72,OFF,NO,NOT FOUND
0:08:30,80,23.8,72,OFF,NO,NOT FOUND
0:08:31,81,23.8,72,OFF,NO,NOT FOUND
0:08:32,81,23.8,72,OFF,NO,NOT FOUND
0:08:33,81,23.8,72,OFF,NO,NOT FOUND
0:08:34,80,23.8,72,OFF,NO,NOT FOUND
0:08:35,80,23.8,72,OFF,NO,NOT FOUND
0:08:36,80,23.8,72,OFF,NO,NOT FOUND
0:08:37,81,23.8,72,OFF,NO,NOT FOUND
0:08:38,81,23.8,72,OFF,NO,FOUND
0:08:39,81,23.8,72,OFF,NO,FOUND
0:08:40,80,23.8,72,OFF,NO,FOUND
0:08:41,81,23.8,72,OFF,NO,NOT FOUND
0:08:42,80,23.8,72,OFF,NO,NOT FOUND
0:08:43,78,23.8,72,OFF,NO,NOT FOUND
0:08:45,77,23.8,72,OFF,NO,NOT FOUND
