image,labels,healthy,scab,frog_eye_leaf_spot,rust,powdery_mildew,complex
b66a9196a4db8ba2.jpg,healthy,1,0,0,0,0,0
e88f11b3c3439cad.jpg,rust,0,0,0,1,0,0
83cbdf3a6cd03606.jpg,healthy,1,0,0,0,0,0
b5aab0d5914abb98.jpg,complex,0,0,0,0,0,1
bf125b87c16b843c.jpg,healthy,1,0,0,0,0,0
83e1bc9ee0f07865.jpg,healthy,1,0,0,0,0,0
94f070819b9abaed.jpg,scab frog_eye_leaf_spot,0,1,1,0,0,0
84da4422ffc73b62.jpg,scab,0,1,0,0,0,0
f020c3d2bde53c56.jpg,healthy,1,0,0,0,0,0
b3dd0f2652724707.jpg,rust frog_eye_leaf_spot,0,0,1,1,0,0
be7ef6d45ac18401.jpg,complex,0,0,0,0,0,1
f4504bbdd22f450b.jpg,frog_eye_leaf_spot,0,0,1,0,0,0
a065c7a60d07e7ec.jpg,frog_eye_leaf_spot,0,0,1,0,0,0
cad4aef68af20652.jpg,scab,0,1,0,0,0,0
ec5a9ebc11d1351c.jpg,healthy,1,0,0,0,0,0
b4f892f53f4e2086.jpg,healthy,1,0,0,0,0,0
e4e7b4a5a6b2a382.jpg,scab,0,1,0,0,0,0
8ba3258175d570e7.jpg,scab,0,1,0,0,0,0
af76d22ad212a0db.jpg,scab,0,1,0,0,0,0
c5fc06637ad88c95.jpg,scab,0,1,0,0,0,0
ae3c85d25273b9c2.jpg,frog_eye_leaf_spot complex,0,0,1,0,0,1
af1012d9bf05456f.jpg,healthy,1,0,0,0,0,0
ebe6e03a7470d055.jpg,scab frog_eye_leaf_spot,0,1,1,0,0,0
a8dd9f783d32c070.jpg,frog_eye_leaf_spot,0,0,1,0,0,0
850f988179efaf03.jpg,healthy,1,0,0,0,0,0
d502adf64b235aa5.jpg,frog_eye_leaf_spot,0,0,1,0,0,0
d02267967c57259d.jpg,frog_eye_leaf_spot,0,0,1,0,0,0
efce028787c34f84.jpg,healthy,1,0,0,0,0,0
923ccbd2071dead1.jpg,complex,0,0,0,0,0,1
e18c947f337964a1.jpg,frog_eye_leaf_spot complex,0,0,1,0,0,1
bda896530a3d7855.jpg,rust,0,0,0,1,0,0
b3f5b7cb8281160e.jpg,rust,0,0,0,1,0,0
9a74cb69ca3b6438.jpg,frog_eye_leaf_spot,0,0,1,0,0,0
ad6bc2f4059070fd.jpg,scab,0,1,0,0,0,0
b692f2a6206961fb.jpg,healthy,1,0,0,0,0,0
f48f8b6483671fc0.jpg,scab,0,1,0,0,0,0
f1252cee28782af9.jpg,frog_eye_leaf_spot,0,0,1,0,0,0
a9f1910b7e6c12b6.jpg,complex,0,0,0,0,0,1
acc48666cbc78fa4.jpg,scab,0,1,0,0,0,0
a566da96749b9226.jpg,frog_eye_leaf_spot,0,0,1,0,0,0
cf80713ec2e42f87.jpg,complex,0,0,0,0,0,1
bce16a82970ccf35.jpg,frog_eye_leaf_spot,0,0,1,0,0,0
84da779c55665c31.jpg,powdery_mildew,0,0,0,0,1,0
9dc199c785569e16.jpg,scab,0,1,0,0,0,0
a49e9694ba2d2af2.jpg,scab,0,1,0,0,0,0
d0b02a1ad0dd7b9e.jpg,rust,0,0,0,1,0,0
d5faa4c0cacbc84d.jpg,scab,0,1,0,0,0,0
d70a7439323065f7.jpg,scab,0,1,0,0,0,0
b5fc90d457c3220f.jpg,healthy,1,0,0,0,0,0
c3bb09357832f0f2.jpg,scab,0,1,0,0,0,0
bbdfd088d8b103a3.jpg,scab,0,1,0,0,0,0
9a76aa9da3592d11.jpg,rust,0,0,0,1,0,0
e4d4872973870bda.jpg,rust,0,0,0,1,0,0
e305d654ade3e41a.jpg,healthy,1,0,0,0,0,0
d49bd7ccb6344c42.jpg,frog_eye_leaf_spot,0,0,1,0,0,0
a1e386fc4c8965d5.jpg,complex,0,0,0,0,0,1
eb9f863dc248d560.jpg,healthy,1,0,0,0,0,0
bfdab2dac2c460a2.jpg,frog_eye_leaf_spot,0,0,1,0,0,0
e0a14bd6f4e1278e.jpg,healthy,1,0,0,0,0,0
c5fc3e8592378d0a.jpg,powdery_mildew,0,0,0,0,1,0
a72ce33a86f60be0.jpg,healthy,1,0,0,0,0,0
e8e8d2994d974553.jpg,frog_eye_leaf_spot,0,0,1,0,0,0
faca978fda90d011.jpg,healthy,1,0,0,0,0,0
adadc2239aa26d9a.jpg,frog_eye_leaf_spot,0,0,1,0,0,0
fcdef1da3b700810.jpg,scab,0,1,0,0,0,0
a891a7d7931e9aa8.jpg,scab,0,1,0,0,0,0
b424d0ff4f832437.jpg,complex,0,0,0,0,0,1
a95659962eb49a47.jpg,healthy,1,0,0,0,0,0
c13f35d942f03cd8.jpg,scab,0,1,0,0,0,0
a30b7c9e90c79738.jpg,healthy,1,0,0,0,0,0
81b637c03de1f899.jpg,healthy,1,0,0,0,0,0
f8a68bf49d009dcc.jpg,powdery_mildew,0,0,0,0,1,0
85af3898caf1ea85.jpg,scab,0,1,0,0,0,0
a0f9a52c45ec656b.jpg,healthy,1,0,0,0,0,0
81ea6b2592e69697.jpg,healthy,1,0,0,0,0,0
d07397423fc705e8.jpg,frog_eye_leaf_spot,0,0,1,0,0,0
fa87606135ce25ba.jpg,scab,0,1,0,0,0,0
b78bc64dca03316e.jpg,healthy,1,0,0,0,0,0
fb0ad06e836dda60.jpg,scab,0,1,0,0,0,0
b8ec878268c4537f.jpg,healthy,1,0,0,0,0,0
f98b90de67360564.jpg,frog_eye_leaf_spot,0,0,1,0,0,0
95385a2db0e79595.jpg,healthy,1,0,0,0,0,0
95cb3b9998371299.jpg,powdery_mildew,0,0,0,0,1,0
dd9535ea0f35a809.jpg,frog_eye_leaf_spot,0,0,1,0,0,0
c0b4778ba7de3e00.jpg,scab,0,1,0,0,0,0
f2b4979c49cb7c01.jpg,rust,0,0,0,1,0,0
a8f797c2ea07e00e.jpg,scab,0,1,0,0,0,0
c5b63ad0d06a0f75.jpg,frog_eye_leaf_spot,0,0,1,0,0,0
de8f68644dc2746c.jpg,healthy,1,0,0,0,0,0
94934aba435fac69.jpg,complex,0,0,0,0,0,1
fc11c63989f089f9.jpg,frog_eye_leaf_spot,0,0,1,0,0,0
9ff27d97580b5900.jpg,frog_eye_leaf_spot,0,0,1,0,0,0
b7bcc2da298038fc.jpg,healthy,1,0,0,0,0,0
b56188556e1be2ce.jpg,rust complex,0,0,0,1,0,1
99da488e2f27626b.jpg,complex,0,0,0,0,0,1
c3b9d40f641afe41.jpg,powdery_mildew complex,0,0,0,0,1,1
84846d9648c3f77d.jpg,healthy,1,0,0,0,0,0
d51e2acf1df30285.jpg,scab,0,1,0,0,0,0
e94663ad9c2ee530.jpg,rust,0,0,0,1,0,0
8cd6ec1e7621e30b.jpg,complex,0,0,0,0,0,1
f8b3c10d8fdfc0c0.jpg,frog_eye_leaf_spot,0,0,1,0,0,0
ad5ac0c1c5e96735.jpg,complex,0,0,0,0,0,1
eb9b52d1bb02b425.jpg,scab,0,1,0,0,0,0
aaa8f1a0bb55d4b2.jpg,healthy,1,0,0,0,0,0
83d0cf2310be1ff1.jpg,scab,0,1,0,0,0,0
b6d2c384f10d2f96.jpg,frog_eye_leaf_spot,0,0,1,0,0,0
fdb184d0d9cd234a.jpg,healthy,1,0,0,0,0,0
e6f260b7b415d434.jpg,rust,0,0,0,1,0,0
dede496a0d012f0f.jpg,scab,0,1,0,0,0,0
e5b169ac895d4c66.jpg,scab,0,1,0,0,0,0
f09fca099f91881f.jpg,healthy,1,0,0,0,0,0
e3119307928fb375.jpg,complex,0,0,0,0,0,1
cfdf5e7de4801006.jpg,frog_eye_leaf_spot,0,0,1,0,0,0
dec62497d6c2194d.jpg,powdery_mildew,0,0,0,0,1,0
84e6b7af0f070ed0.jpg,complex,0,0,0,0,0,1
80f09587dfc7988e.jpg,rust,0,0,0,1,0,0
84d36a4db60d7653.jpg,scab,0,1,0,0,0,0
bcbc9194bd02566b.jpg,healthy,1,0,0,0,0,0
e493c289c66f313e.jpg,rust complex,0,0,0,1,0,1
858d396779517874.jpg,powdery_mildew,0,0,0,0,1,0
8222954dabf46ad7.jpg,complex,0,0,0,0,0,1
c22d66b2ac73b8ac.jpg,healthy,1,0,0,0,0,0
df293a954ec6249a.jpg,scab,0,1,0,0,0,0
ff80007f94bf9c50.jpg,rust,0,0,0,1,0,0
aaa3a3c34ae7a1d4.jpg,frog_eye_leaf_spot,0,0,1,0,0,0
d2bec3716ea20da8.jpg,frog_eye_leaf_spot,0,0,1,0,0,0
b46fe87692c50ba8.jpg,rust,0,0,0,1,0,0
a07c8d85566667ab.jpg,complex,0,0,0,0,0,1
b04dd238ddb254d5.jpg,healthy,1,0,0,0,0,0
b10bdb383c339a4b.jpg,frog_eye_leaf_spot,0,0,1,0,0,0
b07af06ecde90f20.jpg,complex,0,0,0,0,0,1
af53c8c83a9ce332.jpg,rust,0,0,0,1,0,0
a30283ff461df30e.jpg,scab,0,1,0,0,0,0
f435ce08387b46e9.jpg,powdery_mildew,0,0,0,0,1,0
81e229bc5e2eaa2f.jpg,scab,0,1,0,0,0,0
c2d3429b9f8d588d.jpg,scab,0,1,0,0,0,0
dcfdaa770621a1a8.jpg,frog_eye_leaf_spot,0,0,1,0,0,0
a3b91b0417d7de81.jpg,frog_eye_leaf_spot,0,0,1,0,0,0
ebd6720be20d354c.jpg,scab,0,1,0,0,0,0
e7c298d55c949c39.jpg,frog_eye_leaf_spot,0,0,1,0,0,0
f494deeb68c56150.jpg,healthy,1,0,0,0,0,0
cb18c829fdc633c9.jpg,scab,0,1,0,0,0,0
f4e5f048f45d08f4.jpg,healthy,1,0,0,0,0,0
fa85f08f521ef830.jpg,scab,0,1,0,0,0,0
c0f3931a78e1c6e6.jpg,frog_eye_leaf_spot,0,0,1,0,0,0
c1b98f4e3d25352a.jpg,healthy,1,0,0,0,0,0
9d788a91891b8f79.jpg,healthy,1,0,0,0,0,0
fd16c06dcde108f4.jpg,scab,0,1,0,0,0,0
f839d5b00f871c96.jpg,healthy,1,0,0,0,0,0
edd4c1cb0f9d3428.jpg,healthy,1,0,0,0,0,0
d0f977184aeff008.jpg,powdery_mildew,0,0,0,0,1,0
d3f77b6121cb0909.jpg,healthy,1,0,0,0,0,0
c4aaa98c6b8df315.jpg,scab,0,1,0,0,0,0
aab2d652cb521dc5.jpg,scab,0,1,0,0,0,0
c0843f6d9d1af895.jpg,powdery_mildew,0,0,0,0,1,0
9e5545d1a89c9ab5.jpg,frog_eye_leaf_spot,0,0,1,0,0,0
81bff2bd0a418cd5.jpg,scab,0,1,0,0,0,0
a1da16f659309f1c.jpg,healthy,1,0,0,0,0,0
e79420638f6e12f6.jpg,frog_eye_leaf_spot,0,0,1,0,0,0
cf7065c1868b82df.jpg,scab frog_eye_leaf_spot,0,1,1,0,0,0
b71d2ed1226a2d53.jpg,rust,0,0,0,1,0,0
b5aef6c1aa156922.jpg,complex,0,0,0,0,0,1
8ae23fc2603eb569.jpg,scab,0,1,0,0,0,0
f188cf314e132af9.jpg,frog_eye_leaf_spot,0,0,1,0,0,0
92e0d3568f0e2db6.jpg,scab,0,1,0,0,0,0
b1a48f3e491b3ce8.jpg,scab frog_eye_leaf_spot,0,1,1,0,0,0
afba6a878a9711c2.jpg,scab,0,1,0,0,0,0
82fbc0aac897d785.jpg,scab,0,1,0,0,0,0
c0ea06c9bfa5d8a6.jpg,scab,0,1,0,0,0,0
9b6a318cc5721d73.jpg,powdery_mildew,0,0,0,0,1,0
c0989fbf06716ba1.jpg,frog_eye_leaf_spot,0,0,1,0,0,0
89cdadcee4d43438.jpg,scab,0,1,0,0,0,0
bfb7e420d212c3c6.jpg,scab frog_eye_leaf_spot,0,1,1,0,0,0
e502a3f00fc5fe07.jpg,scab,0,1,0,0,0,0
daca2d309662bb99.jpg,healthy,1,0,0,0,0,0
f6b7d282c89cac0d.jpg,frog_eye_leaf_spot,0,0,1,0,0,0
85f59fcc60bcc701.jpg,healthy,1,0,0,0,0,0
cc9e079032bdb1cd.jpg,rust frog_eye_leaf_spot,0,0,1,1,0,0
ebc641c1c7e283ea.jpg,healthy,1,0,0,0,0,0
f0387bb0da855acc.jpg,frog_eye_leaf_spot,0,0,1,0,0,0
f69283c5cd6740a7.jpg,healthy,1,0,0,0,0,0
be8f90593134d3cc.jpg,complex,0,0,0,0,0,1
902b269c0ddbe3e5.jpg,rust,0,0,0,1,0,0
a7da82951078773b.jpg,healthy,1,0,0,0,0,0
9d48d164ee86678b.jpg,healthy,1,0,0,0,0,0
c5d6399c60be03f8.jpg,scab,0,1,0,0,0,0
a98081d51bdede0f.jpg,healthy,1,0,0,0,0,0
feb4c15ec94a9544.jpg,rust,0,0,0,1,0,0
a1a43bea926f6932.jpg,scab,0,1,0,0,0,0
d7d824eb48d7502e.jpg,healthy,1,0,0,0,0,0
f0dac1f4cd07a2b2.jpg,rust,0,0,0,1,0,0
d1d97b25a5c7502a.jpg,healthy,1,0,0,0,0,0
9ae094aff48315ea.jpg,scab,0,1,0,0,0,0
ef6d8576095a5982.jpg,rust,0,0,0,1,0,0
e8b095988f6b582f.jpg,complex,0,0,0,0,0,1
96a676c2a8bfc950.jpg,rust,0,0,0,1,0,0
b3e48dcd53d20d29.jpg,powdery_mildew complex,0,0,0,0,1,1
974834984e46b77b.jpg,powdery_mildew,0,0,0,0,1,0
dfa466523fb3a110.jpg,frog_eye_leaf_spot,0,0,1,0,0,0
c58ea38f303c9976.jpg,frog_eye_leaf_spot,0,0,1,0,0,0
bfef9081d499c609.jpg,healthy,1,0,0,0,0,0
c50aeff62a25ab84.jpg,powdery_mildew,0,0,0,0,1,0
8a972fc8126ef136.jpg,scab,0,1,0,0,0,0
9b0f6d12b4b336c2.jpg,frog_eye_leaf_spot,0,0,1,0,0,0
86fc580d66c66bd4.jpg,scab,0,1,0,0,0,0
80bf683dd70c3fa0.jpg,scab,0,1,0,0,0,0
a03e498e51ae57f4.jpg,frog_eye_leaf_spot,0,0,1,0,0,0
f4c00e3edcca3a39.jpg,rust,0,0,0,1,0,0
b4c925bb4ab2a555.jpg,frog_eye_leaf_spot,0,0,1,0,0,0
b71e6797c12486d4.jpg,healthy,1,0,0,0,0,0
bd528d0a1ee0f2e3.jpg,healthy,1,0,0,0,0,0
c26b6c6573674991.jpg,powdery_mildew,0,0,0,0,1,0
a8aa915abe68b565.jpg,healthy,1,0,0,0,0,0
bcd27b8e43638616.jpg,scab,0,1,0,0,0,0
96fc8cc2450defa4.jpg,frog_eye_leaf_spot,0,0,1,0,0,0
9997f32b363c3818.jpg,scab,0,1,0,0,0,0
f2a9148ff9da5450.jpg,scab frog_eye_leaf_spot,0,1,1,0,0,0
f875d06c1ae9a0b5.jpg,healthy,1,0,0,0,0,0
a48ddbe948f554a8.jpg,scab,0,1,0,0,0,0
c6692e2313d9f8c9.jpg,scab,0,1,0,0,0,0
b47e86749a321d4b.jpg,healthy,1,0,0,0,0,0
e28fd2359960e927.jpg,frog_eye_leaf_spot,0,0,1,0,0,0
cfaf3414911e9a78.jpg,frog_eye_leaf_spot,0,0,1,0,0,0
a7e917976a12233c.jpg,healthy,1,0,0,0,0,0
fa8f7558aa489694.jpg,rust,0,0,0,1,0,0
d6e22683f092f05f.jpg,powdery_mildew,0,0,0,0,1,0
8f29b095d11f82f5.jpg,scab frog_eye_leaf_spot,0,1,1,0,0,0
e7a782e08b0f1f54.jpg,complex,0,0,0,0,0,1
fc84f09c5b7c6168.jpg,complex,0,0,0,0,0,1
fd24ca4ac9ca8aae.jpg,healthy,1,0,0,0,0,0
ff285b448b6c84e5.jpg,frog_eye_leaf_spot,0,0,1,0,0,0
a8c0747f0c9a63eb.jpg,healthy,1,0,0,0,0,0
b0dfcd898ac115f8.jpg,healthy,1,0,0,0,0,0
cea13e1073b2c25f.jpg,healthy,1,0,0,0,0,0
afc5cbb900ab56a4.jpg,frog_eye_leaf_spot,0,0,1,0,0,0
a0ded23d382532f3.jpg,rust,0,0,0,1,0,0
9dff08c36ca1037a.jpg,healthy,1,0,0,0,0,0
fca480ce8fce8c87.jpg,frog_eye_leaf_spot,0,0,1,0,0,0
ddec1e9cc21c270d.jpg,scab,0,1,0,0,0,0
d0dd3c34c2954d7a.jpg,rust,0,0,0,1,0,0
acaf965e59693150.jpg,scab,0,1,0,0,0,0
c04fd22fcea4cf90.jpg,frog_eye_leaf_spot,0,0,1,0,0,0
9fb7dfb1a0436003.jpg,frog_eye_leaf_spot,0,0,1,0,0,0
f7a6917c9b4c5444.jpg,healthy,1,0,0,0,0,0
c4c206aeb43bbad3.jpg,rust,0,0,0,1,0,0
e7b7c571f108611c.jpg,powdery_mildew,0,0,0,0,1,0
fc6b801addb05ce1.jpg,scab frog_eye_leaf_spot,0,1,1,0,0,0
b4689274cab6d89b.jpg,healthy,1,0,0,0,0,0
de8ed0f86c6262f0.jpg,healthy,1,0,0,0,0,0
d9873876fce2422c.jpg,scab,0,1,0,0,0,0
97eb17c48a16ec0b.jpg,scab,0,1,0,0,0,0
c2883f3c52b2e29f.jpg,healthy,1,0,0,0,0,0
f5e9d20dbda8600b.jpg,rust,0,0,0,1,0,0
b5b0f48e17256f48.jpg,complex,0,0,0,0,0,1
d42a9acd4a98a5bb.jpg,frog_eye_leaf_spot,0,0,1,0,0,0
f6b1f2d2823a193c.jpg,healthy,1,0,0,0,0,0
c8d2da9a82c6e3ad.jpg,healthy,1,0,0,0,0,0
e181f99f84663353.jpg,healthy,1,0,0,0,0,0
a4a0b4d39747db43.jpg,complex,0,0,0,0,0,1
91e4cd8a1cd381f7.jpg,complex,0,0,0,0,0,1
d8c973f3d121d0d1.jpg,complex,0,0,0,0,0,1
fa04e7286fcd6254.jpg,scab,0,1,0,0,0,0
fc1cd80c0be96c73.jpg,scab,0,1,0,0,0,0
b5a7434d3d84369c.jpg,healthy,1,0,0,0,0,0
f39913d6da357408.jpg,powdery_mildew complex,0,0,0,0,1,1
d0a953c03d96e98f.jpg,rust,0,0,0,1,0,0
c19dc333f7a318c2.jpg,scab,0,1,0,0,0,0
e1f112f8656464af.jpg,healthy,1,0,0,0,0,0
cd27ce297630c761.jpg,complex,0,0,0,0,0,1
e876271f32e0899e.jpg,scab,0,1,0,0,0,0
a9aafd0b042b0aef.jpg,frog_eye_leaf_spot,0,0,1,0,0,0
bf8124945878fba9.jpg,rust,0,0,0,1,0,0
bad6cdcbc493a064.jpg,rust,0,0,0,1,0,0
c931fa18cede0e85.jpg,scab,0,1,0,0,0,0
dec53a0f92d0926b.jpg,rust,0,0,0,1,0,0
95b0ca6c25bd3e92.jpg,rust,0,0,0,1,0,0
ba84d297977c0359.jpg,frog_eye_leaf_spot,0,0,1,0,0,0
c23fc6deb209d581.jpg,scab,0,1,0,0,0,0
d6c992e9d084e3a7.jpg,healthy,1,0,0,0,0,0
c9b8af646aa45a6a.jpg,scab,0,1,0,0,0,0
87e237d25043537b.jpg,scab,0,1,0,0,0,0
f592d2c0d8c4e4ee.jpg,scab frog_eye_leaf_spot complex,0,1,1,0,0,1
c0eb21e0177473fc.jpg,scab,0,1,0,0,0,0
851aa29da98f734b.jpg,healthy,1,0,0,0,0,0
b3eba582cc133e15.jpg,scab,0,1,0,0,0,0
e800dc769d37607e.jpg,scab,0,1,0,0,0,0
